artist,title,spotify_uri,original_lang,length,translation_review_required,lyrics_in_en,qa_pred_lang,qa_pred_confidence
Zhang Zhen Yue,愛我別走,2fc2vUA5H3mTAr9rQoBDKt,zh,2229,True,"抓不住愛情的我、總是眼睜睜看她溜走
世界上幸福的人到處有、為何不能算我一個
為了愛孤軍奮鬥
早就吃夠了愛情的苦
在愛中失落的人到處有而我只是其中一個
愛要越挫越勇
愛要肯定執著
每一個單身的人得看透 想愛就別怕傷痛

找一個最愛的 深愛的 相愛的 親愛的人
來告別單身
一個多情的 癡情的 絕情的 無情的人
來給我傷痕
孤單的人那麼多
快樂的沒有幾個
不要愛過了 錯過了 留下了單身的我
獨自唱情歌

為了愛孤軍奮鬥
早就吃夠了愛情的苦
在愛中失落的人到處有而我只是其中一個
愛要越挫越勇
愛要肯定執著
每一個單身的人得看透 想愛就別怕傷痛

找一個最愛的 深愛的 相愛的 親愛的人
來告別單身
一個多情的 癡情的 絕情的 無情的人
來給我傷痕
孤單的人那麼多
快樂的沒有幾個
不要愛過了 錯過了 留下了單身的我
獨自唱情歌

找一個最愛的 深愛的 相愛的 親愛的人
來告別單身
一個多情的 癡情的 絕情的 無情的人
來給我傷痕
傷心的人那麼多
我應該勇敢的過
不要愛過了 錯過了 留下了單身的我
獨自唱情歌
這首真心的 痴心的 傷心的單身情歌
誰與我來和

***Pinyin lyrics***
Zhuā sucking zhù ài qíng de wǒ
Zǒng shì yǎn zhēng zhēng kàn tā liū zǒu
Shì jiè squang xing fú de ren à chu yǒu
Wèi he he bo nhang suàn wǒ yí gè
You can't go wrong
Zǎo jiù chī goule àiqíng de kǔ
Zài ài zhōng shīluò de rén chuachù yǒu
Er wǒ zhǐshì qízhōng yīgè
Ai yào yuè cuò yuè yǒng
Ai yào kěndìng zhízhuó
Měi yīgè dānshēn de ren dé kàntòu
Xiǎng ài jiù bié pà shāng tong

Zhǎo yí gè zuì ài de, shēn ài de, xiāng ài de, qīn ài de ren
The driver screams at the shēn
Yīgè duōqíng de chīqíng de juéqíng de wúqíng de ren
Lai gěi wǒ shānghén
Gūdān de ren name duō
Kuàilè de méiyǒu jǐ gè
If you don't care, you can do it, you can do it
Dúzì guy qínggē

Zhuā sucking zhù ài qíng de wǒ
Zǒng shì yǎn zhēng zhēng kàn tā liū zǒu
Shì jiè squang xing fú de ren à chu yǒu
Wèi he he bo nhang suàn wǒ yí gè
You can't go wrong
Zǎo jiù chī goule àiqíng de kǔ
Zài ài zhōng shīluò de rén chuachù yǒu
Er wǒ zhǐshì qízhōng yīgè
Ai yào yuè cuò yuè yǒng
Ai yào kěndìng zhízhuó
Měi yīgè dānshēn de ren dé kàntòu
Xiǎng ài jiù bié pà shāng tong

Zhǎo yí gè zuì ài de, shēn ài de, xiāng ài de, qīn ài de ren
The driver screams at the shēn
Yīgè duōqíng de chīqíng de juéqíng de wúqíng de ren
Lai gěi wǒ shānghén
Gūdān de ren name duō
Kuàilè de méiyǒu jǐ gè
If you don't care, you can do it, you can do it
Dúzì guy qínggē

Zhǎo yí gè zuì ài de, shēn ài de, xiāng ài de, qīn ài de ren
The driver screams at the shēn
Yīgè duōqíng de chīqíng de juéqíng de wúqíng de ren
Lai gěi wǒ shānghén
Shāngxīn de ren name duō
Wǒ yīnggāi yǒnggǎn deguò
If you don't care, you can do it, you can do it
Dúzì guy qínggē
Zhè shǒu zhēnxīn de chīxīn de shāngxīn de dānshēn qínggē
Shéi yǔ wǒ lai he",zh,0.9999834895133972
G.E.M.,泡沫,2IfSPLPDW6RGosdB5huwAA,it,1177,False,"Yángguāng xià de pàomò
Shì cǎisè de
Jiù xiàng bèi piàn de wǒ
Shì xìngfú de
Zhuījiù shénme duì cuò
Nǐ de huǎngyán
Jīyú nǐ hái ài wǒ

Měilì de pàomò
Suīrán yī chà huāhuǒ
Nǐ suǒyǒu chéngnuò
Suīrán dōu tài cuìruò
Dàn ài xiàng pàomò
Rúguǒ nenggòu kànpò
Yǒu shé me nánguò

Zǎo gāi zhīdào pàomò
Yī chù jiù po
Jiù xiàng yǐ shāng de xīn
Bùshèng zhémó
Yě bùshì shuí de cuò
Huǎngyán zài duō
Jīyú nǐ hái ài wǒ

Měilì de pàomò
Suīrán yī chà huāhuǒ
Nǐ suǒyǒu chéngnuò
Suīrán dōu tài cuìruò
Ài běn shì pàomò
Rúguǒ nenggòu kànpò
Yǒu shé me nánguò
Zài měide huāduǒ
Shèngkāiguò jiù diāoluò
Zài liàng yǎn de xīng
Yīshǎnguò jiù duòluò
Ài běn shì pàomò
Rúguǒ nenggòu kànpò
Yǒu shé me nánguò

Wèishéme nánguò
Yǒu shé me nánguò
Wèishéme nánguò

Quándōu shì pàomò
Zhǐ yī chà de huāhuǒ
Nǐ suǒyǒu chéngnuò
Quánbù dōu tài cuìruò
There's no lúnkuò
Guàiwǒ méiyǒu kànpò
Cái rúcǐ nánguò, whoa
Xiāng'ài de bǎwò
Yào rúhé zài sōusuǒ
Xiāng yōngzhe jìmò
Nándào jiù bù jìmò
Ài běn shì pàomò
Guàiwǒ méiyǒu kànpò
Cái rúcǐ nánguò

Zài yǔ xià de pàomò
Yī chù jiù po
Dāngchū chìrè de xīn
Zǎoyǐ chénmò
Shuō shénme nǐ ài wǒ
Rúguǒ piàn wǒ
Wǒ nìngyuàn nǐ chénmò",it,0.17134754359722137
Jay Chou,告白氣球,2tqF9MPNdYdJU70U0ULO23,zh,406,True,"塞納河畔 左岸的咖啡
我手一杯 品嚐你的美
Mouth that leaves a lip mark, ooh-ooh
花店玫瑰 名字寫錯誰
告白氣球 風吹到對街
微笑在天上飛, huh, huh

你說你有點難追
想讓我知難而退
禮物不需挑最貴
只要香榭的落葉
營造浪漫的約會
Not afraid to mess up everything
擁有你就擁有 全世界

親愛的愛上你 從那天起
甜蜜的很輕易
親愛的別任性 你的眼睛
在說我願意

塞納河畔 左岸的咖啡
我手一杯 品嚐你的美
Mouth that leaves a lip mark, ooh-ooh
花店玫瑰 名字寫錯誰
告白氣球 風吹到對街
微笑在天上飛, huh, huh

你說你有點難追
想讓我知難而退
禮物不需挑最貴
只要香榭的落葉
營造浪漫的約會
Not afraid to mess up everything
擁有你就擁有 全世界

親愛的愛上你 從那天起
甜蜜的很輕易
親愛的別任性 你的眼睛
在說我願意
親愛的愛上你 戀愛日記
飄香水的回憶
一整瓶的夢境 全都有你
攪拌在一起

親愛的別任性 你的眼睛
在說我願意",zh,0.9588589668273926
Bestards,不是因為天氣晴朗才愛你,2VEt42QSQxILgEf9B50xxm,zh,352,True,"不是因為天氣晴朗才愛你
不是因為看見星星才想你
不是因為剛好沒有別的事
Just all the time all the time
在腦海裡複習
擁抱你 什麼角度最合適

其實我 常會想像我們老了的樣子
左邊牽著手 右手拉小狗
可能還有很多小孩子
其實我 不是因為好天氣才這麼說
牽著你走過 大雨盛開水花的路口
也是我一樣喜歡的夢

不是因為天氣晴朗才愛你
不是因為看見星星才想你
不是因為剛好沒有別的事
Just all the time all the time
在腦海裡複習
擁抱你 什麼角度最合適

其實我 常會想像我們老了的樣子
左邊牽著手 右手拉小狗
可能還有很多小孩子
其實我 不是因為好天氣才這麼說
牽著你走過 大雨盛開水花的路口
也是我一樣喜歡的夢

牽著你走過 大雨盛開水花的路口
也是我一樣喜歡的夢
Mm",zh,0.9998441934585571
Rene Liu,後來,2wzXhxWPX0aODraKNXoJYY,zh,502,True,"後來我總算學會了如何去愛
可惜你早已遠去消失在人海
後來 終於在眼淚中明白
有些人一旦錯過就不再

梔子花白花瓣
落在我藍色百褶裙上
愛你你輕聲說
我低下頭聞見一陣芬芳
那個永恆的夜晚十七歲仲夏
你吻我的那個夜晚
讓我往後的時光 每當有感嘆
總想起當天的星光

那時候的愛情
為什麼就能那樣簡單
而又是為什麼 人年少時
一定要讓深愛的人受傷
在這相似的深夜裡你是否一樣
也在靜靜追悔感傷
如果當時我們能不那麼倔強
現在也不那麼遺憾

你都如何回憶我
帶著笑或是很沉默
這些年來
有沒有人能讓你不寂寞

後來我總算學會了如何去愛
可惜你早已遠去消失在人海
後來終於在眼淚中明白
有些人一旦錯過就不再


你都如何回憶我
帶著笑或是很沉默
這些年來
有沒有人能讓你不寂寞

後來我總算學會了如何去愛
可惜你早已遠去消失在人海
後來終於在眼淚中明白
有些人一旦錯過就不再
後來我總算學會了如何去愛
可惜你早已遠去消失在人海
後來終於在眼淚中明白
有些人一旦錯過就不再

永遠不會再重來
有一個男孩
愛著那個女孩",zh,0.9995293021202087
EggPlantEgg,浪子回頭,301mxTHzMyFOVUXl6U22sf,zh,417,True,"煙一根一根一根的點
酒一杯一杯一杯的幹
請你要體諒我
我酒量不好別給我衝康
時間一天一天一天的走
Sweat flows drop by drop
One day we will all be old
帶某子逗陣 浪子回頭

親愛的 可愛的
handsome friend
垃圾的 沒品的
沒路用的 朋友

佇坎坷的路騎我兩光摩托車
橫豎我的人生甘哪狗屎
我沒錢沒某沒子甘哪一條命
朋友啊 逗陣來搏

煙一根一根一根的點
酒一杯一杯一杯的幹
請你要體諒我
我酒量不好別給我衝康
時間一天一天一天的走
Sweat flows drop by drop
One day we will all be old
帶某子逗陣 浪子回頭

佇坎坷的路騎我兩光摩托車
橫豎我的人生甘哪狗屎
我沒錢沒某沒子甘哪一條命
朋友啊 逗陣來搏

煙一根一根一根的點
酒一杯一杯一杯的幹
請你要體諒我
我酒量不好別給我衝康
時間一天一天一天的走
Sweat flows drop by drop
One day we will all be old
帶某子逗陣

帶某子逗陣
帶某子逗陣 浪子回頭",zh,0.9974961280822754
Crowd Lu,愚人節快樂,3bQeHxH1x4pVUfsRpuLAlH,zh,457,True,"就這樣陪你走著走著
又是幾年過了呢
彷彿時間不怕蹉跎
Beautiful stop
只有這天說著真話
用著玩笑的身分
霸佔朋友的姿態愛著一個人

想說愛你 想要抱你
想你走進我的生活裡
想未來一切可能多美好
原來只是我而已
我喜歡你 最愛是你
我開玩笑的 請別介意
愚人節快樂 快樂地椎心
誰能告訴我為何 我還停在原地

我已經這樣寫一百首
Heartbroken love song
感謝是你給我靈感
給得那麼深刻
如果還有什麼遺憾
可能還不夠資格
寫你寫我卻沒能寫成個我們

想說愛你 想要抱你
想你走進我的生活裡
想未來一切可能多美好
原來只是我而已
我喜歡你 最愛是你
我開玩笑的請別介意
愚人節快樂 快樂地椎心
誰能告訴我為何 我還停在原地

無法愛你 無法抱你
無法讓你聽見我的心
無法克制重複想起那些
失去意義的或許
我喜歡你 最愛是你
我最後也沒走到結局
愚人節快樂 就停在這裡
說不出口的祝福就當我欠你
愚人不快樂 但身不由己
捨不得走的我還在等什麼 奇蹟",zh,0.9814496636390686
Jimin,Be Mine,3LWVXp636uLT356Rj08Jaz,en,1806,True,"Movin', comin', lovin', yeah, yeah, yeah
Movin', comin', lovin', yeah, yeah, yeah
Movin', comin', lovin', yeah, yeah, yeah
Movin', comin', lovin', yeah, yeah, yeah

뜨거운 island
둘만의 party, yeah
I know what you want, and
Baby, I want the same
Love 'til the morning, ah
We just keep fallin', oh
어차피 우린
연결된 DNA

Baby, come, baby, come
Show me what
Show me what love is, yeah, yeah
뜨겁게 뜨겁게 녹여줘
뜨겁게 빨리

Lovers come and go
In and out of my heart
빠져들수록
깊어만 가는걸
영원히 이대로
널 가질 수 있다면
I want you to be mine
I want you to be mine
I want you to be my

Movin', comin', lovin', yeah, yeah, yeah
I want you to be mine
Movin', comin', lovin', yeah, yeah, yeah
I want you to be minе
Movin', comin', lovin', yeah, yeah, yeah
I want you to bе mine
I want you to be mine
I want you to be my

Don't need to worry
Just follow my lead
내가 네 마음에 더 가득 찰 수 있게

Baby come, baby come
Show me what
Show me what love is, yeah, yeah
뜨겁게 뜨겁게 녹여줘
뜨겁게 빨리

Lovers come and go
In and out of my heart
빠져들수록
깊어만 가는걸
영원히 이대로
널 가질 수 있다면
I want you to be mine
I want you to be mine
I want you to be my

Movin', comin', lovin', yeah, yeah, yeah
I want you to be mine
Movin', comin', lovin', yeah, yeah, yeah
I want you to be mine
Movin', comin', lovin', yeah, yeah, yeah
I want you to be mine
I want you to be mine
I want you to be my

달빛 아래 dancing
Take it slow
오직 너와 나 밤새도록
내 맘이 네게 닿을 수 있다면
I want you to be mine
I want you to be mine
I want you to be my

Movin', comin', lovin', yeah, yeah, yeah
I want you to be mine
Movin', comin', lovin', yeah, yeah, yeah
I want you to be mine
Movin', comin', lovin', yeah, yeah, yeah
I want you to be mine
I want you to be mine
I want you to be my

Movin', comin', lovin', yeah, yeah, yeah
Movin', comin', lovin', yeah, yeah, yeah
Movin', comin', lovin', yeah, yeah, yeah
Movin', comin', lovin', yeah, yeah, yeah",en,0.5470895767211914
Fish Leong,慢冷,3NNDJfWMGHuNpvHWTImmlW,zh,445,True,"說完了 好像話都說完了
總是沉默對坐著
眼裡是濃濃夜色
感情是偏執的 越愛越是偏執的
Don't believe what I saw
硬要說裂縫不過 是皺褶

怎麼先熾熱的卻先變冷了
慢熱的卻停不了還在沸騰著
看時光任性快跑隨意就轉折
慢冷的人啊 會自我折磨
衝動的人向來聽不見挽留
這世界大得讓你很難不旅遊
浪漫讓你溫柔 也讓你最惹人 淚流

牽你手 若無其事牽你手
你像被動的木偶
多狠多讓人厭惡 的劇透

怎麼先熾熱的卻先變冷了
慢熱的卻停不了還在沸騰著
看時光任性快跑隨意就轉折
慢冷的人啊 會自我折磨
衝動的人向來聽不見挽留
這世界大得讓你很難不旅遊
浪漫讓你溫柔 也讓你最惹人 淚流

愛從不敵 性格 不死心最痛
奈何 我總是記得開始 被猛烈 愛的悸動

怎麼先熾熱的卻先變冷了
慢熱的卻停不了還在沸騰著
看時光任性快跑隨意就轉折
慢冷的人啊 會自我折磨
衝動的人向來聽不見挽留
這世界大得讓你很難不旅遊
浪漫讓你溫柔 也讓你最惹人 淚流",zh,0.991753101348877
David Tao,"愛, 很簡單",3OXHwY8gI2QUh0QliXBwrI,zh,841,True,"Woah-woah, woah-woah-woah
Woah-woah, woah-woah-woah
This is a stupid pop song 我想唱給你聽
就像開始 寫歌的自己
只為了感動你
Oh 不管這些 有沒有共鳴
都是我的誠意
Woah-woah, this is my stupid pop song
有故事藏在歌裡
This is a stupid pop song It's not easy to empty yourself Yeah
The world still needs some sincerity
所以我在這裡 Yeah
旋律簡單 歌詞別太難
愛很簡單 真的那麼難？
This is my stupid pop song I hope it becomes popular

Y'ya, Y'ya, Y'ya, Y'ya, Y'ya, wanna write that stupid pop song
Oh yeah
Y'ya, Y'ya, Y'ya, Y'ya, Y'ya, wanna write that stupid pop song
Oh yeah

你真的以為你是 OG？
就算你有幾百萬的關注點擊
可是 再過一年你就被代替
所以現在不要那麼快的就得意
只看數據 沒有影響力
音樂沒有靈魂怎麼流傳下去
What's going on?
世界都瘋狂
怎麼大家都不關心？

Y'ya, Y'ya, Y'ya, Y'ya, Y'ya, wanna write that stupid pop song
Oh yeah
Y'ya, Y'ya, Y'ya, Y'ya, Y'ya, wanna write that stupid pop song
Oh yeah

沒有人會知道 我心裡面的痛苦
我想讓你知道 我也有這些痛苦

This is my stupid pop song 想證明我可以
被你分享 或被你攻擊
音樂沒了順序 世界沒了邏輯 Yeah
這首歌行不行？
你是不是還想聽？",en,0.486779123544693
"Jay Chou, Lara Liang",珊瑚海,3Qj9Fy8BPbWmICTiNkuqB7,vi,1551,False,"Hǎi píngmiàn yuǎnfāng kāishǐ yīnmái
Bēishāng yào zěnme píngjìng chungbái
Wǒ de liǎn slanh shǐzhōng xié long
Yīmǒ qiǎn qiǎn de wúnài
Nǐ yọn chuan yǔ shuō nǐ yào linhkāi (xīn chuazài)
Na nánguò wúshēng mienle xiàlái
Xiōngyǒng chôshuǐ nǐ tīng miengbái
Bùshì village ér shì lèi hǎi

Zhuǎnshēn tuykāi nǐ yǒu huàshuō bu chūlái (fēnshǒu shuō bu chūlái)
Hǎiniǎo gēn yú xiāng'ài
Zhǐshì yīchǎng yìwài
Wǒmen de ài (gěi de ài)
Chāyì yīzhí Cúnzài (huí the steering wheel)
Fēng zhōng tham'āi děngdài jìng lěijī thamg shānghài (jìng lěijī thamg shānghài)
Zhuǎnshēn linhkāi
Fēnshǒu shuō bu chūlái
Wèilán de shānhú hǎi
Cuòguò shùnjiān cāngbái
Dāngchū bǐcǐ (nǐ wǒ dōu)
Bùgòu thamgshú tǎnbái (bù yìng gai)
Rèqíng bo zài (nǐ de)xiàoróng miǎnqiáng compu steering
Ai shēn roof shānhú hǎi

Huǐhuài de shādiāo quickly drive
Yǒu lièhén de ài zěnme zhọng giang
Zhǐshì yīqiè jiéshù tai kuài
Nǐ shuō nǐ wúfǎ shìhuái
Bèiké lǐ yǐncáng shénme qídài (děng huā er kāi)
Wǒmen yě yǐjīng wúxīn zài cāi
Liǎn slanhhǎifēng (miànxiáng hǎi fēng)
Xián xián de ài (xián xián de ài)
The shaman picked yǒu wèilái

Zhuǎnshēn tuykāi nǐ yǒu huàshuō bu chūlái (fēnshǒu shuō bu chūlái)
Hǎiniǎo gēn yú xiāng'ài
Zhǐshì yīchǎng yìwài
Wǒmen de ài (gěi de ài)
Chāyì yīzhí Cúnzài (huí the steering wheel)
Fēng zhōng tham'āi děngdài jìng lěijī thamg shānghài (jìng lěijī thamg shānghài)
Zhuǎnshēn linhkāi
Fēnshǒu shuō bu chūlái
Wèilán de shānhú hǎi
Cuòguò shùnjiān cāngbái
Dāngchū bǐcǐ (nǐ wǒ dōu)
Bùgòu thamgshú tǎnbái (bù yìng gai)
Rèqíng bo zài (nǐ de)xiàoróng miǎnqiáng compu steering
Ai shēn roof shānhú hǎi",en,0.11081673204898834
艾薇 Ivy,失重前幸福,3SJgTyb8a7z66suw0kBZ0T,zh,261,True,"記得被你拋得有多高
信任你的環抱
在我華麗翻轉後炫耀 yeah
不料我們偏差了分毫
你沒把我接牢
跌落在計畫外了 糟糕 ooh
誰的幻想 完美的飛翔
就像練習相愛的時光
我重重墜下 才知道多傻
我們都會故障
時間 差一點 剛好 慢一點 不妙
美麗的失誤
傷了你 傷了我
才學會彼此呵護 ooh~
愛情 缺一步 恰巧 多一步 到老
好比這領悟
讓我們把握失重前幸福
自由落體撞擊的力道
我們沒計算好
眼看著目標上下顛倒 ooh
你宣告 不管疤痕 我永遠是最美的
我們找回了重心與平衡",zh,0.9979075789451599
CHANMINA,Angel,3vXHM9HaxNYrky9r1zxLWa,en,1703,True,"Ah, la-la-la-la-la, la

Mada sabishii no wa kimi no sei demo nai yo
Dareka wo omoi uta wo utau yoru

You said you're the one
Demo zutto dokoka ochitsukanai
Kono mama da to anata wa watashi wo koishi garudeshou

(Namida yo odore)
Aa anata to no yoru wa atatakai
Demo imada ni kokoro wa hiemasu ne
(Tomo ni odore)
Hora kono mama futari chi ga tsunagaru
Hodo kokoro wo komete ai wo shimashou
(Namida yo odore)

Anata wa mada wakattenai
Sabishi sou ni mieru to itsumo iu dake de
Do you wanna marry me?
Yes tomo chigau desho
Nani ga shitai no yo
Kako no tsumi wo nozoki ni
Nani ga zen'aku mo nai yo
Mou saigo made ikou yo
Look at me, look at me, look at me

You said sukoshi dake ochitsuite
Kizu wo tsuketakunai to dakishimeru
Imada ni watashi wo yoku shiranai mitai ne

(Namida yo odore)
Aa anata to no yoru wa atatakai
Demo imada ni kokoro wa hiemasu ne
(Tomo ni odore)
Hora kono mama futari chi ga tsunagaru
Hodo kokoro wo komete ai wo shimashou
(Namida yo odore)

Angel mitai ni tobi mawaru no
Akuma mitai ni shigami tsuitе
(Tomo ni odore)
Angel mitai ni tobi mawaru no
Futari ga shinu made shinu madе
(Namida yo odore)

Look at my wings yabureteru no
Anata ga shite kita subete no koto tachi ga ima
Watashi wo okutta mitai da ne
Nee DAARIN naite misete
Zen mo aku mo touzen
Mukui wo ukerunda yo
Watashi wa kesenai yo, hm-hm-hm

(Namida yo odore)
Aa anata no namida wo wasuremasen
Mada watashi no kokoro wa arimasu ka?
(Tomo ni odore)
Mou dore hodo oroka to iwarete mo
Mata ame no yoru ni wa oide kudasai
(Namida yo odore)

Angel mitai ni tobimawaru no
Akuma mitai ni shigami tsuite
(Tomo ni odore)
Angel mitai ni tobi mawaru no
Watashi ga shinu made damashite odoru no
(Namida yo odore)

Namida yo odore",en,0.26154693961143494
Yorushika,ただ君に晴れ,3wJHCry960drNlAUGrJLmz,eo,1129,False,"Yoru ni ukande ita
Kurage no you na tsuki ga hazeta
Basutei no se wo nozokeba
Ano natsu no kimi ga atama let's go

That's right

Torii kawaita kumo natsu no nioi ga hoho wo naderu
Otona ni naru made hora, senobi shita mama de
Asobi tsukaretara basutei ura de sora demo miyou
Jiki ni natsu ga kurete mo
Kitto kitto oboeteru dear

Oitsukenai mama otona ni natte
Kimi no poketto ni yoru ga saku
Kuchi ni dasenainara boku wa hitori da
Sore de ii kara mou akirameteru

That's right

Natsubi kawaita kumo yusura ume sabita hyoushiki
Kioku no naka wa itsu mo natsu no nioi ga suru
Shashin nante kamikire da
Omoide nante tada no gomi da
Sore ga wakaranai dear, kuchi wo tsugunda mama
Taezu kimi no iko fu kioku ni natsuno no ishi hitotsu

Utsumuita mama otona ni natte
Oitsukenai tada kimi ni haire
Kuchi ni dasenai mama saka wo nobotta
Bokura no kage ni yoru ga saite iku

Utsumuita mama otona ni natta
Kimi ga omou mama te wo tatake
Hi no ochiru sakamichi wo nobotte
Bokura no kage wa

Ah-ah oitsukenai mama otona ni natte
Kimi no poketto ni yoru ga saku
Kuchi ni dasenakute mo bokura hitotsu da
Sore de ii daro, mou
Kimi no omoide wo kamishimeteru

That's right",en,0.15993957221508026
Crowd Lu,一夜一夜一夜,3wofqqt5YJWdhLI9IFaX39,zh,484,True,"不關燈就不怕天黑
不看訊息就不怕失眠
再夜長夢多都是思念作祟
不聽歌就不會流淚
那些平常不聽的歌曲
為何每一句都像是我和你

你是我的誰
你不是我的誰
我只能這樣地以為

I'm night after night
一夜一夜沒闔眼
嘴邊說好想要忘掉的一切
在夜深人靜只會變得更明顯
Me too
也也會心碎
陽光慢慢透進漆黑的房間
在還沒天亮之前 請你不要對我說再見

你是我的誰
你不是我的誰
又怎麼能 在我的心口不停地徘徊
你是我的誰
你不是我的誰
我只能這樣地以為

I'm night after night
一夜一夜沒闔眼
嘴邊說好想要忘掉的一切
在夜深人靜只會變得更明顯
Me too
也也會心碎
陽光慢慢透進漆黑的房間
在還沒天亮之前 請你不要對我說再見

在無邊星球漫漫長夜盡頭
我們曾一起面對

night after night
一夜一夜沒闔眼 (一夜一夜沒闔眼)
Me too
也也會心碎
I'm night after night
一夜一夜沒闔眼 (一夜一夜沒闔眼)
陽光慢慢透進漆黑的房間
在還沒天亮之前 請你不要對我說再見

不關燈就不怕天黑
不聽歌就不會流淚",zh,0.9997168183326721
Stefanie Sun,遇見,3xJK8ywApYVEYIDhymYMC6,zh,322,True,"聽見 冬天 的離開
我在某年某月醒過來
I think, I wait, I look forward to it
未來卻不能因此安排
陰天 傍晚 車窗外
未來有一個人在等待
Look left, right, forward
愛要拐幾個彎才來

我遇見誰 會有怎樣的對白
我等的人 他在多遠的未來
我聽見風 來自地鐵和人海
我排著隊 拿著愛的號碼牌

陰天 傍晚 車窗外
未來有一個人在等待
Look left, right, forward
愛要拐幾個彎才來

我遇見誰 會有怎樣的對白
我等的人 他在多遠的未來
我聽見風 來自地鐵和人海
我排著隊 拿著愛的號碼牌


我往前飛 飛過一片時間海
我們也曾 在愛情裡受傷害
我看著路 夢的入口有點窄
我遇見你 是最美麗的意外

總有一天 我的謎底會揭開",zh,0.9992967247962952
"Ryan Castro, Dongo",SANKA,46ufabZP6oK3ixmN6Gd753,es,2094,False,"Awo, awo
Hopi sende nos ta sua, lag'i hode
Complete, kandela (Mommy)
Brr
Ah, yeah (Hey, me, gangsta)

Mommy, hopi dushi bo sanka, sanka, sanka, sanka, sanka, sanka
Your ass is big, jump, jump, jump, jump, jump
Mommy, hopi dushi bo sanka, sanka, sanka, sanka, sanka, sanka
Your ass is big, jump, jump, jump, jump (Jump; yeah)

This was done for the party, for the boats, for the street
The partners, the women, everyone to dance, awo (Yeah)
Take out the motors, light the fire, ask for all the bottles, which we came here to spend today.
You have a giant ass, mommy, twerk when I sing
You are with the rude boys and with the gangster
Natural and with an implant, but let everything be big
You are of legal age, you are already grown up

Oh no, when that baby looked at me, I liked it
I have a feeling that he likes me too
I know their bad intentions are for pleasure
I fell for her, I stole her and we ended up together

Mommy, hopi dushi bo sanka, sanka, sanka, sanka, sanka, sanka
Your ass is big, jump, jump, jump, jump, jump
Mommy, hopi dushi bo sanka, sanka, sanka, sanka, sanka, sanka
Your ass is big, jump, jump, jump, jump (Eh-eh)

Sanka tami zwakke punt, I like nan 40 Plus (Mmm)
Dju blup den su olepup
A peiki bon bala, bon bala, kanyon
My dear milf, biña more bieu more bon
Muchu sanka te su pia a bira
Muhe ta koñ’i mama vooral esnan ku djente splits
Si e bisti parachute, e koi ta stail un dentel pe
Ami yes ta hinka lenga aden

Oh no, when that baby looked at me, I liked it
I have a feeling that he likes me too
I know their bad intentions are for pleasure
I fell for her, I stole her and we ended up together

Mommy, hopi dushi bo sanka, sanka, sanka, sanka, sanka, sanka
Your ass is big, jump, jump, jump, jump, jump
Mommy, hopi dushi bo sanka, sanka, sanka, sanka, sanka, sanka
Your ass is big, jump, jump, jump, jump

Rage rage, tey us
Spanish, papiamentu, bo sa tog?
Ryan Castro, Dongolicious
Awo (Yo, Gangsta)
Aha
Jump, jump, jump, jump
Your ass is big, jump, jump, jump, jump",en,0.34303954243659973
sakanaction,新宝島,4a48lWUd64bZgHUDx0GZlj,it,731,False,"Tsugi to I'm tsugi to
They are tsugi to sen or hikitsuzuketa
Tsugi no mokutekichi o
Mokutekichi or egakunda
Takarajima

Kono mama kimi or tsureteyuku to
Teinei, teinei, teinei ni egaku to
Yuretari furuetari shita sen de
Teinei, teinei, teinei ni egaku to
Kimeteita yo

Tsugi mo I'm tsugi mo
I am tsugi mo mada mokutekichi janai
Yume no keshiki o
Keshiki or sagasunda
Takarajima

Kono mama kimi o tsureteiku to
Teinei, teinei, teinei ni utau to
Yuretari furuetari shitatte
Teinei, teinei, teinei ni utau to
Kimeteta kedo


Kono mama kimi o tsureteyuku yo
Teinei, teinei, teinei ni egaku yo
Yuretari furuetari shitatte
Teinei, teinei, teinei ni utau yo

Soredemo kimi o tsureteyuku yo
Yuretari furuetari shita sen de
Egaku yo
Kimi no uta o",en,0.47838515043258667
Andrew Tan,天后,4D0KlK4Fl8lotvsoys1bYQ,zh,557,True,"終於找到藉口
Taking advantage of drunkenness
表達我所有感受
寂寞漸濃
Silence remains in the corner of the dance floor
你說的太少或太多
都會讓人更惶恐

誰任由誰放縱
誰會先讓出自由
最後一定總是我
雙腳懸空
在你冷酷熱情間遊走
被侵佔所有還要笑着接受（接受）

我嫉妒你的愛 氣勢如虹（氣勢如虹）
像個人氣高居不下的天後（天後）
It's not me you want
而是一種虛榮
有人疼才顯得多麼出眾（才顯得多麼出眾）
我陷入盲目狂戀的寬容（狂戀寬容）
成全了你萬眾寵愛的天後（天後）
若愛只剩誘惑
Just endure each other
別再互相折磨（再互相折磨）
因為我們都有錯

推開蒼白的手
推開蒼白的廝守
管你有多麼失措
別再叫我
心軟是最致命的脆弱
我明明都懂卻仍拚死效忠

我嫉妒你的愛 氣勢如虹（氣勢如虹）
像個人氣高居不下的天後（天後）
你要的不是我 而是一種虛榮
有人疼才顯得多麼出眾（才顯得多麼出眾）
我陷入盲目狂戀的寬容（狂戀寬容）
成全了你萬眾寵愛的天後（天後）
若愛只剩誘惑
Just endure each other
別再互相折磨（別再互相折磨）
因為我們都有錯


如果有一天愛不再迷惑
足夠去看清所有是非對錯
直到那個時候
you are in my heart
將不再被歌頌（將不再）
把你當作天後（當天後）
不會再是我",zh,0.959089994430542
